RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePays,DebtToIncomeRatio,CreditDensity,ActualDefault,DefaultProbability,CreditScore,ScoreBand,Decision
0.204348934,53,0,0.854930305,5810.0,10,0,3,0,1.0,0,4967.14507205,0.27700831024930744,0,0.319227103928936,508,501-600,MANUAL REVIEW
0.681647737,52,0,0.390801314,7000.0,8,0,1,0,0.0,0,2735.609198,0.22792022792022792,0,0.5310625577206012,483,300-500,DECLINE
0.0,51,0,0.429591545,3500.0,14,0,1,0,3.0,0,1503.5704075,0.4105571847507331,0,0.2390406548588642,520,501-600,MANUAL REVIEW
0.087060125,81,0,0.074906367,800.0,3,0,0,0,0.0,0,59.925093600000004,0.046801872074883,0,0.12793313345785448,542,501-600,MANUAL REVIEW
0.003156094,46,0,0.420190339,8300.0,13,0,1,0,1.0,0,3487.5798137,0.4467353951890034,0,0.22184843509619606,523,501-600,MANUAL REVIEW
0.039824969,66,0,10.0,5400.0,6,0,2,0,1.0,0,54000.0,0.12219959266802444,0,0.16120835529522096,534,501-600,MANUAL REVIEW
0.138454075,42,0,0.687640062,5800.0,8,0,1,0,2.0,0,3988.3123596000005,0.3187250996015936,0,0.2875837778142335,513,501-600,MANUAL REVIEW
0.567642306,42,0,0.21559805,8000.0,14,0,0,0,0.0,0,1724.7844,0.5577689243027888,0,0.5235755957034797,484,300-500,DECLINE
0.0,36,0,0.107818636,2800.0,2,0,0,0,0.0,0,301.8921808,0.10471204188481674,0,0.19270804546006765,528,501-600,MANUAL REVIEW
0.9999999,48,0,0.000403063,2480.0,1,0,0,0,3.0,0,0.99959624,0.03215434083601286,0,0.7127359625715034,460,300-500,DECLINE
0.565350854,51,1,0.367516918,9604.0,12,0,2,0,5.0,1,3529.632480472,0.3519061583577712,0,0.6444877326926067,469,300-500,DECLINE
0.091481904,69,0,0.241980298,7917.0,8,0,1,0,1.0,0,1915.758019266,0.15355086372360843,0,0.17070593016120628,532,501-600,MANUAL REVIEW
0.0,63,0,0.0,5400.0,5,0,0,0,0.0,0,0.0,0.10845986984815618,0,0.13416127948491874,540,501-600,MANUAL REVIEW
0.568119323,55,0,0.517622304,1900.0,9,0,2,0,0.0,0,983.4823776,0.23622047244094488,0,0.4991305539009379,487,300-500,DECLINE
0.002405578,57,0,0.243954104,5664.0,18,0,1,0,1.0,0,1381.756045056,0.44887780548628425,0,0.2175296801227017,524,501-600,MANUAL REVIEW
0.246970137,54,0,0.219700493,10750.0,19,0,3,0,0.0,0,2361.78029975,0.5121293800539083,0,0.3633256092628437,503,501-600,MANUAL REVIEW
0.001230675,52,0,10.0,5400.0,10,0,4,0,0.0,0,54000.0,0.2849002849002849,0,0.2215949809001519,523,501-600,MANUAL REVIEW
0.098737495,74,0,10.0,5400.0,12,0,1,0,0.0,0,54000.0,0.21015761821366025,0,0.16471764741241912,533,501-600,MANUAL REVIEW
0.285699211,41,0,0.456127194,6666.0,21,0,2,0,0.0,0,3040.543875204,0.871369294605809,0,0.460068093557847,491,300-500,DECLINE
0.037954059,49,0,0.210232285,3400.0,8,0,0,0,0.0,0,714.789769,0.24922118380062305,0,0.19596709845137514,527,501-600,MANUAL REVIEW
0.2003998,72,0,0.003564004,3366.0,2,0,0,0,0.0,0,11.996437464,0.036297640653357534,0,0.17273262550509125,532,501-600,MANUAL REVIEW
0.6242505,63,1,0.176644399,7783.0,4,0,0,0,1.0,1,1374.8233574170001,0.08676789587852494,0,0.49619538029509214,487,300-500,DECLINE
0.427114577,36,0,10.0,5400.0,9,0,2,0,0.0,0,54000.0,0.47120418848167533,0,0.46862880685962516,490,300-500,DECLINE
0.012328297,72,0,0.111445783,3651.0,8,0,1,0,0.0,0,406.88855373300004,0.14519056261343014,0,0.14333610220752596,538,501-600,MANUAL REVIEW
0.0,64,0,0.0,4750.0,2,0,0,0,0.0,0,0.0,0.04246284501061571,0,0.12486572066469888,543,501-600,MANUAL REVIEW
0.754570481,60,1,0.483435991,12013.0,13,0,3,0,1.0,1,5807.516559883,0.30162412993039445,0,0.688634528885055,464,300-500,DECLINE
0.035650427,53,0,0.10544496,11000.0,6,0,1,0,0.0,0,1159.89456,0.16620498614958448,0,0.16820906519697282,533,501-600,MANUAL REVIEW
0.005359571,80,0,2.0,5400.0,2,0,0,0,0.0,0,10800.0,0.03169572107765452,0,0.09685439673074046,551,501-600,MANUAL REVIEW
0.074731317,22,0,0.002913328,2745.0,3,0,0,0,0.0,0,7.997085360000001,0.5882352941176471,0,0.28649456108388444,513,501-600,MANUAL REVIEW
0.095443588,62,0,0.506441069,5200.0,16,0,1,0,0.0,0,2633.4935588,0.3547671840354767,0,0.22505178880978005,522,501-600,MANUAL REVIEW
0.043943876,70,1,10.0,5400.0,11,0,0,0,0.0,1,54000.0,0.2071563088512241,1,0.19083930742921668,528,501-600,MANUAL REVIEW
0.232104896,57,2,0.5169561,13416.0,12,0,5,1,0.0,3,6935.4830376,0.29925187032418954,0,0.47309066119070725,490,300-500,DECLINE
0.918081918,43,0,10.0,5400.0,2,0,0,0,0.0,0,54000.0,0.07662835249042145,1,0.6339597801722767,471,300-500,DECLINE
0.103799354,40,0,0.350326421,10415.0,16,0,1,0,1.0,0,3648.649674715,0.6926406926406926,0,0.3014736417979293,511,501-600,MANUAL REVIEW
0.103867427,56,1,0.283469679,7700.0,13,0,2,0,1.0,1,2182.7165283,0.33248081841432225,0,0.32355688784603104,508,501-600,MANUAL REVIEW
0.012259767,57,0,0.288859711,9900.0,14,0,1,0,0.0,0,2859.7111389,0.34912718204488774,0,0.18470652557686126,529,501-600,MANUAL REVIEW
0.9999999,41,0,10.0,5400.0,1,3,0,0,0.0,3,54000.0,0.04149377593360996,0,0.8346538658035894,440,300-500,DECLINE
0.033766149,54,0,0.162588498,8050.0,10,0,1,0,2.0,0,1308.8374089,0.2695417789757412,0,0.20344123713138082,526,501-600,MANUAL REVIEW
0.0,31,0,0.0,3500.0,3,0,0,0,1.0,0,0.0,0.2127659574468085,0,0.21831427791451943,523,501-600,MANUAL REVIEW
0.981590506,33,1,0.810969638,4083.0,8,0,3,0,1.0,1,3311.189031954,0.49689440993788814,0,0.8631396609404358,433,300-500,DECLINE
0.9999999,41,0,10.0,5400.0,3,0,1,0,0.0,0,54000.0,0.12448132780082986,0,0.7114615727010458,461,300-500,DECLINE
0.54641518,57,1,0.299140172,5000.0,6,0,0,0,0.0,1,1495.70086,0.14962593516209477,0,0.48952616208886973,488,300-500,DECLINE
0.278832052,56,0,0.038297006,4908.0,3,0,0,0,0.0,0,187.961705448,0.07672634271099744,0,0.24781636271322616,519,501-600,MANUAL REVIEW
0.9999999,45,0,0.368278844,3700.0,3,0,1,0,0.0,0,1362.6317228,0.10676156583629892,0,0.7192178210629807,459,300-500,DECLINE
0.890791522,64,0,0.227953411,7812.0,10,0,1,0,2.0,0,1780.772046732,0.21231422505307854,0,0.6339482882741594,471,300-500,DECLINE
0.268514798,43,0,0.743851387,3821.0,7,0,2,0,0.0,0,2842.256149727,0.2681992337164751,0,0.35244551284636866,504,501-600,MANUAL REVIEW
0.686973948,56,3,10.0,5400.0,7,0,1,0,3.0,3,54000.0,0.17902813299232737,0,0.7684712450124148,452,300-500,DECLINE
0.167024337,66,2,0.255807883,7661.0,8,0,1,0,0.0,2,1959.744191663,0.1629327902240326,0,0.33907201157102834,506,501-600,MANUAL REVIEW
0.263824722,45,0,0.358156366,10500.0,9,0,3,0,4.0,0,3760.641843,0.32028469750889677,0,0.3914846583521407,499,300-500,DECLINE
0.086153727,66,0,0.172429117,11250.0,11,0,0,0,0.0,0,1939.82756625,0.2240325865580448,0,0.15945147261935486,535,501-600,MANUAL REVIEW
0.037854752,54,0,0.845064556,2400.0,5,0,1,0,1.0,0,2028.1549344,0.1347708894878706,0,0.19033180927283966,528,501-600,MANUAL REVIEW
0.365627356,32,0,0.10668775,10750.0,6,0,0,0,4.0,0,1146.8933124999999,0.3973509933774835,0,0.42207388502947524,496,300-500,DECLINE
0.52549758,63,0,0.287436254,6470.0,11,0,0,0,1.0,0,1859.7125633800001,0.23861171366594358,0,0.39995180085874144,498,300-500,DECLINE
0.786979416,37,0,0.549059244,6430.0,15,0,1,0,3.0,0,3530.4509389199998,0.7462686567164178,0,0.734465545391407,457,300-500,DECLINE
0.226389472,46,2,0.362688379,14000.0,19,0,2,0,2.0,2,5077.637306,0.6529209621993127,1,0.5520686412298784,481,300-500,DECLINE
0.332876381,61,0,10.0,5400.0,15,0,1,0,2.0,0,54000.0,0.3401360544217687,0,0.34114155578213223,506,501-600,MANUAL REVIEW
0.470577302,68,0,0.246436263,9750.0,18,0,1,0,0.0,0,2402.7535642499997,0.3522504892367906,0,0.3869431307999106,500,300-500,DECLINE
0.438432266,67,2,1.564596717,1400.0,8,0,0,0,0.0,2,2190.4354037999997,0.1596806387225549,0,0.4880065732729934,488,300-500,DECLINE
0.418527158,43,0,0.283886445,2500.0,5,0,0,0,1.0,0,709.7161125,0.19157088122605362,0,0.40042659552186544,498,300-500,DECLINE
0.453253879,62,0,0.232704403,6200.0,6,0,2,0,0.0,0,1442.7672986,0.13303769401330376,0,0.36471448896079,503,501-600,MANUAL REVIEW
0.018818255,79,0,0.194015033,7050.0,8,0,1,0,1.0,0,1367.80598265,0.1288244766505636,0,0.1286680916843994,542,501-600,MANUAL REVIEW
1.0,48,2,0.426209839,7500.0,11,0,2,1,0.0,3,3196.5737925,0.35369774919614144,1,0.848607398763816,437,300-500,DECLINE
0.9999999,78,0,10.0,5400.0,10,0,0,0,0.0,0,54000.0,0.1636661211129296,0,0.5889224459594787,476,300-500,DECLINE
0.9999999,40,0,0.0,5400.0,4,0,0,0,0.0,0,0.0,0.17316017316017315,0,0.7192439792590171,459,300-500,DECLINE
0.915385577,29,3,0.191190253,3200.0,5,0,0,0,0.0,3,611.8088096,0.4132231404958678,0,0.8905118143916889,426,300-500,DECLINE
0.008324959,67,0,10.0,5400.0,15,0,1,0,0.0,0,54000.0,0.2994011976047904,0,0.16193897941041202,534,501-600,MANUAL REVIEW
0.374250052,52,2,0.508230453,1457.0,12,0,1,0,1.0,2,740.4917700210001,0.3418803418803419,0,0.5841383932308536,477,300-500,DECLINE
0.069372864,62,0,0.380856084,8900.0,8,0,2,0,0.0,0,3389.6191476,0.17738359201773835,0,0.1848513235566542,529,501-600,MANUAL REVIEW
0.820168547,47,0,10.0,5400.0,2,0,1,1,0.0,1,54000.0,0.06644518272425248,0,0.5505310600863078,481,300-500,DECLINE
0.017551094,34,0,0.284428893,4000.0,10,0,1,0,0.0,0,1137.715572,0.5847953216374269,0,0.2623522994662979,516,501-600,MANUAL REVIEW
0.09749514,77,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.11647254575707154,0,0.13060130575420278,541,501-600,MANUAL REVIEW
0.092158845,62,0,0.275603289,22252.0,13,0,2,0,0.0,0,6132.724386827999,0.2882483370288248,0,0.1762904151170322,531,501-600,MANUAL REVIEW
0.958574119,46,0,10.0,5400.0,6,0,1,0,0.0,0,54000.0,0.20618556701030927,0,0.6898686564096281,464,300-500,DECLINE
0.849270665,62,1,0.056441327,3135.0,9,2,0,1,0.0,4,176.943560145,0.19955654101995565,1,0.7639625273229018,453,300-500,DECLINE
0.044916472,66,0,10.0,5400.0,18,0,1,0,0.0,0,54000.0,0.3665987780040733,0,0.18861628471214076,529,501-600,MANUAL REVIEW
0.377618562,42,0,0.338204799,10126.0,11,0,2,0,2.0,0,3424.661794674,0.43824701195219123,0,0.4445575599266982,493,300-500,DECLINE
0.000312494,49,0,0.29787234,5263.0,5,0,1,0,1.0,0,1567.7021254200001,0.1557632398753894,0,0.18428570310854533,530,501-600,MANUAL REVIEW
0.232450501,41,0,0.645379777,6200.0,5,0,2,0,0.0,0,4001.3546174000003,0.20746887966804978,0,0.32018753398281785,508,501-600,MANUAL REVIEW
0.02261913,62,0,0.00408905,2200.0,1,0,0,0,0.0,0,8.99591,0.022172949002217293,0,0.13784744061683438,540,501-600,MANUAL REVIEW
0.046892708,60,0,0.052218078,12600.0,15,0,0,0,2.0,0,657.9477828,0.3480278422273782,0,0.18416947568283012,530,501-600,MANUAL REVIEW
1.0,50,3,0.440475173,11700.0,9,0,2,0,6.0,3,5153.5595241,0.2719033232628399,0,0.9101974855177191,420,300-500,DECLINE
0.0,66,0,0.0,5400.0,8,0,0,0,0.0,0,0.0,0.1629327902240326,0,0.13731592310493226,540,501-600,MANUAL REVIEW
0.0,40,0,0.041234168,10500.0,7,0,0,0,0.0,0,432.95876400000003,0.30303030303030304,0,0.18164275738517588,530,501-600,MANUAL REVIEW
0.430469252,59,0,10.0,5400.0,4,0,2,0,0.0,0,54000.0,0.09501187648456057,0,0.3371189176147718,506,501-600,MANUAL REVIEW
0.966279651,47,0,0.418096383,9150.0,9,0,2,0,0.0,0,3825.5819044500004,0.2990033222591362,0,0.7286843413903441,458,300-500,DECLINE
0.190934197,43,0,0.161144053,8600.0,15,0,1,1,0.0,1,1385.8388558000001,0.5747126436781609,0,0.296263939389251,512,501-600,MANUAL REVIEW
0.081741448,33,1,0.126872516,6541.0,7,0,0,0,0.0,1,829.8731271559999,0.43478260869565216,0,0.3250466280616045,508,501-600,MANUAL REVIEW
0.261640798,49,0,0.375485237,8500.0,10,0,2,0,3.0,0,3191.6245145000003,0.3115264797507788,0,0.3563988683450391,504,501-600,MANUAL REVIEW
0.212627108,40,1,0.919189114,3600.0,16,0,2,0,0.0,1,3309.0808104000002,0.6926406926406926,0,0.4842787225490441,488,300-500,DECLINE
0.725706145,41,0,10.0,5400.0,5,0,1,0,5.0,0,54000.0,0.20746887966804978,0,0.6263737696930357,472,300-500,DECLINE
0.064745953,59,0,10.0,5400.0,7,0,2,0,2.0,0,54000.0,0.166270783847981,0,0.19826128419216907,527,501-600,MANUAL REVIEW
0.222503022,31,0,0.550544323,4500.0,12,0,1,0,0.0,0,2477.4494535,0.851063829787234,0,0.3989820714666346,498,300-500,DECLINE
0.9999999,25,0,0.12541654,3300.0,1,0,0,0,1.0,0,413.874582,0.1234567901234568,0,0.768399283740279,452,300-500,DECLINE
0.029716694,70,0,0.1612529,2585.0,14,0,0,0,0.0,0,416.8387465,0.263653483992467,0,0.16420565070301515,534,501-600,MANUAL REVIEW
0.018581214,38,0,0.000461467,13001.0,3,0,0,0,0.0,0,5.999532467,0.14218009478672985,0,0.16865753308047987,533,501-600,MANUAL REVIEW
0.111388861,25,0,0.025541366,1800.0,6,0,0,0,0.0,0,45.9744588,0.7407407407407408,0,0.31812814663943906,509,501-600,MANUAL REVIEW
0.9999999,51,1,0.0,8333.0,0,2,0,0,0.0,3,0.0,0.0,0,0.8197018780983341,443,300-500,DECLINE
0.0,81,0,0.0,5400.0,3,0,0,0,0.0,0,0.0,0.046801872074883,0,0.09787651170678976,551,501-600,MANUAL REVIEW
0.49735752,40,0,0.091238839,3583.0,3,0,0,0,0.0,0,326.908760137,0.12987012987012986,0,0.431125823056626,495,300-500,DECLINE
0.829797637,55,0,0.534227008,9100.0,9,0,1,0,0.0,0,4861.4657728,0.23622047244094488,0,0.6046888576582855,474,300-500,DECLINE
0.038548557,54,0,0.894276431,4000.0,19,0,1,0,0.0,0,3577.105724,0.5121293800539083,0,0.24326604488101908,519,501-600,MANUAL REVIEW
0.09279536,40,0,10.0,5400.0,7,0,5,0,0.0,0,54000.0,0.30303030303030304,0,0.30824477226093144,510,501-600,MANUAL REVIEW
0.9999999,51,0,10.0,5400.0,3,0,1,0,0.0,0,54000.0,0.0879765395894428,0,0.6746839945274081,466,300-500,DECLINE
0.116809725,50,1,0.193410151,10500.0,15,0,3,0,0.0,1,2030.8065855,0.45317220543806647,0,0.366161414116099,502,501-600,MANUAL REVIEW
0.046862171,58,0,0.033915725,1945.0,7,0,0,0,1.0,0,65.966085125,0.170316301703163,0,0.18267568694992886,530,501-600,MANUAL REVIEW
0.0,31,0,0.112523992,4167.0,12,0,0,0,0.0,0,468.887474664,0.851063829787234,0,0.2634151963456475,516,501-600,MANUAL REVIEW
1.0,63,0,10.0,5400.0,4,0,1,0,0.0,0,54000.0,0.08676789587852494,0,0.6344578174001034,471,300-500,DECLINE
0.256392712,83,0,0.26514912,9488.0,13,0,2,0,1.0,0,2515.7348505600003,0.19667170953101362,0,0.22598855156707884,522,501-600,MANUAL REVIEW
0.0,64,0,10.0,5400.0,6,0,1,0,0.0,0,54000.0,0.12738853503184713,0,0.13628436369541533,540,501-600,MANUAL REVIEW
0.095289447,69,0,0.625093727,4000.0,8,0,1,0,0.0,0,2500.374908,0.15355086372360843,0,0.17499442388690586,531,501-600,MANUAL REVIEW
0.9999999,46,0,0.391768039,6000.0,4,0,1,0,1.0,0,2350.6082340000003,0.1374570446735395,0,0.7222578043800079,459,300-500,DECLINE
0.316297293,31,0,10.0,5400.0,14,0,1,0,2.0,0,54000.0,0.9929078014184397,0,0.47122491676344713,490,300-500,DECLINE
0.066687178,42,0,0.318460192,8000.0,4,0,1,0,2.0,0,2547.6815359999996,0.1593625498007968,0,0.22515902702306909,522,501-600,MANUAL REVIEW
0.016619686,57,0,0.316504031,2356.0,17,0,2,0,0.0,0,745.6834970360001,0.4239401496259351,0,0.23721549985299215,520,501-600,MANUAL REVIEW
0.48230118,45,0,0.302855238,9000.0,7,0,1,0,0.0,0,2725.6971420000004,0.24911032028469748,0,0.4257238298611245,495,300-500,DECLINE
0.013732086,44,0,0.279148524,6200.0,4,0,1,0,2.0,0,1730.7208488,0.14760147601476015,0,0.20298865027605312,526,501-600,MANUAL REVIEW
0.9999999,55,0,0.211177774,18500.0,5,0,1,0,2.0,0,3906.7888190000003,0.13123359580052493,0,0.6544750900211709,468,300-500,DECLINE
0.9999999,46,0,0.0,5400.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6729513578298905,466,300-500,DECLINE
0.417356182,61,0,10.0,5400.0,14,0,2,0,1.0,0,54000.0,0.31746031746031744,0,0.39327467355169904,499,300-500,DECLINE
0.9999999,37,1,0.136345462,2500.0,2,4,0,0,1.0,5,340.863655,0.09950248756218905,1,0.9272546514463473,413,300-500,DECLINE
0.0,25,0,0.024968789,800.0,1,0,0,0,0.0,0,19.9750312,0.1234567901234568,0,0.22686869029061085,522,501-600,MANUAL REVIEW
0.531816217,56,0,0.654816132,9000.0,18,0,3,0,0.0,0,5893.345188,0.46035805626598464,0,0.5269842050862835,484,300-500,DECLINE
0.73985203,41,3,0.258381649,11900.0,7,3,1,2,0.0,8,3074.7416230999997,0.2904564315352697,1,0.8838074464344113,428,300-500,DECLINE
0.019092014,63,0,0.024457776,6500.0,7,0,0,0,0.0,0,158.975544,0.15184381778741865,0,0.14332641514719396,538,501-600,MANUAL REVIEW
0.088345744,56,0,0.524186257,4423.0,5,0,1,0,0.0,0,2318.475814711,0.1278772378516624,0,0.19345585192784273,528,501-600,MANUAL REVIEW
0.162398374,77,0,0.15496126,4000.0,19,0,0,0,0.0,0,619.8450399999999,0.3161397670549085,0,0.2098226394518528,525,501-600,MANUAL REVIEW
0.765311009,65,1,0.168987929,14000.0,9,0,1,0,0.0,1,2365.8310060000003,0.1871101871101871,0,0.5870863109176556,476,300-500,DECLINE
0.00789921,72,0,10.0,5400.0,5,0,1,0,0.0,0,54000.0,0.09074410163339383,0,0.12029024011388492,544,501-600,MANUAL REVIEW
0.003184673,34,0,0.000874891,8000.0,9,0,0,0,0.0,0,6.999128000000001,0.5263157894736842,0,0.2198481942214764,523,501-600,MANUAL REVIEW
0.046227586,67,0,0.0109978,5000.0,7,0,0,0,0.0,0,54.989000000000004,0.13972055888223553,0,0.1467235374409396,537,501-600,MANUAL REVIEW
0.188887292,65,0,10.0,5400.0,10,0,1,0,0.0,0,54000.0,0.20790020790020788,0,0.2142295535870807,524,501-600,MANUAL REVIEW
0.9999999,57,1,10.0,5400.0,3,3,3,0,1.0,4,54000.0,0.07481296758104738,0,0.8885248823596225,427,300-500,DECLINE
0.056060042,56,0,0.166903662,5625.0,4,0,1,0,0.0,0,938.8330987500001,0.10230179028132992,0,0.17500695258253654,531,501-600,MANUAL REVIEW
0.22672166,48,0,0.894705354,3342.0,6,0,2,0,0.0,0,2990.105293068,0.19292604501607716,0,0.3047446923255318,510,501-600,MANUAL REVIEW
0.005083192,43,0,0.347669637,5835.0,8,0,1,0,0.0,0,2028.6523318949999,0.3065134099616858,0,0.20778846953991625,525,501-600,MANUAL REVIEW
0.500893502,41,0,0.379260751,6952.0,11,0,2,0,2.0,0,2636.6207409520002,0.45643153526970953,0,0.5382713208311883,482,300-500,DECLINE
0.0,41,1,10.0,5400.0,10,0,1,0,1.0,1,54000.0,0.41493775933609955,0,0.2846487231410964,513,501-600,MANUAL REVIEW
0.428613238,50,0,0.312132187,4417.0,12,0,1,0,2.0,0,1378.687869979,0.36253776435045315,0,0.44769322130386124,493,300-500,DECLINE
0.253030753,31,0,0.449164067,12500.0,12,0,2,0,0.0,0,5614.5508375,0.851063829787234,0,0.40624773247587415,498,300-500,DECLINE
0.007309139,79,0,0.081042485,2800.0,10,0,0,0,0.0,0,226.918958,0.1610305958132045,0,0.12545721680970137,543,501-600,MANUAL REVIEW
0.9574336,43,1,1.287142571,5000.0,8,0,2,0,2.0,1,6435.712855,0.3065134099616858,0,0.820728552003419,443,300-500,DECLINE
0.886030296,28,2,1.490848586,600.0,6,1,0,0,0.0,3,894.5091516,0.5405405405405406,1,0.8815651042873534,429,300-500,DECLINE
0.0,47,0,0.367835625,12945.0,11,0,4,0,2.0,0,4761.632165625,0.3654485049833887,0,0.24873958307381516,519,501-600,MANUAL REVIEW
0.31557895,67,0,0.113314448,6000.0,6,0,0,0,1.0,0,679.8866879999999,0.11976047904191617,0,0.2484177254622793,519,501-600,MANUAL REVIEW
0.855518526,60,2,0.452217364,1600.0,6,1,1,0,0.0,3,723.5477824,0.13921113689095127,0,0.8102271343951586,445,300-500,DECLINE
0.033034977,65,0,10.0,5400.0,9,0,1,0,0.0,0,54000.0,0.1871101871101871,0,0.15382038718448676,536,501-600,MANUAL REVIEW
0.642914583,45,0,0.069082535,8250.0,10,0,0,0,2.0,0,569.9309137500001,0.3558718861209964,0,0.5465014953162247,481,300-500,DECLINE
0.379924015,53,0,10.0,5400.0,6,1,1,0,0.0,1,54000.0,0.16620498614958448,0,0.3909153647907613,499,300-500,DECLINE
0.011268279,81,0,0.109824281,5007.0,14,0,1,0,0.0,0,549.890174967,0.21840873634945399,0,0.13957589498592235,539,501-600,MANUAL REVIEW
0.033902219,77,0,0.043258604,9500.0,7,0,0,0,0.0,0,410.956738,0.11647254575707154,0,0.11391859436680048,546,501-600,MANUAL REVIEW
0.031476047,59,0,0.285961872,7500.0,6,0,1,0,0.0,0,2144.71404,0.14251781472684086,0,0.16201567033266723,534,501-600,MANUAL REVIEW
0.365217052,53,0,7.721393035,200.0,11,0,1,0,0.0,0,1544.278607,0.3047091412742382,0,0.31017652977425,510,501-600,MANUAL REVIEW
0.087873055,33,0,0.295576275,5040.0,15,0,1,0,3.0,0,1489.704426,0.9316770186335402,0,0.3631180636506928,503,501-600,MANUAL REVIEW
0.0,46,0,0.251277494,4500.0,4,0,1,0,3.0,0,1130.748723,0.1374570446735395,0,0.20418798707641556,526,501-600,MANUAL REVIEW
0.0,62,0,0.634890536,5800.0,15,0,3,0,0.0,0,3682.3651088,0.3325942350332594,0,0.20990112826024768,525,501-600,MANUAL REVIEW
0.046699863,62,0,0.092888244,6200.0,18,0,1,0,0.0,0,575.9071127999999,0.3991130820399113,0,0.21115096346804427,525,501-600,MANUAL REVIEW
0.019670573,80,0,0.016431925,2555.0,24,0,0,0,0.0,0,41.983568375,0.3803486529318542,0,0.17254128146857037,532,501-600,MANUAL REVIEW
0.68707483,33,0,0.507088332,4584.0,5,0,1,0,0.0,0,2324.492913888,0.3105590062111801,0,0.6083878608243459,474,300-500,DECLINE
0.946172503,38,0,0.163791788,6550.0,5,0,0,0,1.0,0,1072.8362114,0.23696682464454974,0,0.7104413984597422,461,300-500,DECLINE
0.051627763,64,0,0.113485814,8000.0,7,0,1,0,0.0,0,907.886512,0.14861995753715498,0,0.15908637274079546,535,501-600,MANUAL REVIEW
0.767246653,54,1,0.73816568,4055.0,18,0,3,0,0.0,1,2993.2618324,0.4851752021563342,0,0.7598738256355494,453,300-500,DECLINE
0.00961964,63,2,10.0,5400.0,21,0,0,0,2.0,2,54000.0,0.455531453362256,0,0.3327715283990917,507,501-600,MANUAL REVIEW
0.139785424,69,0,0.258489921,14634.0,7,0,1,0,1.0,0,3782.741503914,0.1343570057581574,0,0.16632163085560778,533,501-600,MANUAL REVIEW
0.084253255,40,0,0.099274175,4270.0,4,0,0,1,5.0,1,423.90072725000005,0.17316017316017315,0,0.236272244345233,520,501-600,MANUAL REVIEW
0.003578822,78,0,0.378124527,6600.0,12,0,1,0,0.0,0,2495.6218782,0.19639934533551553,0,0.1338655300502212,540,501-600,MANUAL REVIEW
0.079178219,82,0,0.176964607,5000.0,3,0,1,0,0.0,0,884.823035,0.04608294930875576,0,0.12465837601826964,543,501-600,MANUAL REVIEW
0.0,47,3,0.181454636,4000.0,5,0,0,0,1.0,3,725.818544,0.16611295681063123,1,0.39121562348485756,499,300-500,DECLINE
0.486171276,47,0,10.0,5400.0,2,0,0,0,0.0,0,54000.0,0.06644518272425248,0,0.36118952485638495,503,501-600,MANUAL REVIEW
0.074158517,51,0,0.405279296,7500.0,6,0,1,0,0.0,0,3039.59472,0.1759530791788856,0,0.19789778573831568,527,501-600,MANUAL REVIEW
0.373869118,63,1,0.416402987,7900.0,13,0,0,0,0.0,1,3289.5835973,0.28199566160520606,0,0.39351305890388905,499,300-500,DECLINE
0.018231792,77,0,0.211747902,5600.0,8,0,2,0,1.0,0,1185.7882511999999,0.13311148086522462,0,0.14642794803286766,537,501-600,MANUAL REVIEW
0.301621112,45,0,0.506721475,9000.0,11,0,2,0,4.0,0,4560.493275,0.39145907473309605,0,0.41262677062991926,497,300-500,DECLINE
0.030681121,55,0,10.0,5400.0,6,0,1,0,0.0,0,54000.0,0.15748031496062992,0,0.16568164248893955,533,501-600,MANUAL REVIEW
0.341398089,34,0,0.049175898,3700.0,5,0,0,0,0.0,0,181.9508226,0.29239766081871343,0,0.3807707459165639,501,501-600,MANUAL REVIEW
0.428358605,49,0,0.284683081,10112.0,9,0,1,0,4.0,0,2878.715315072,0.2803738317757009,0,0.42820568384068636,495,300-500,DECLINE
0.031896929,60,0,10.0,0.0,15,0,1,0,0.0,0,0.0,0.3480278422273782,0,0.1487832784279093,537,501-600,MANUAL REVIEW
0.060621556,40,0,0.26816893,6700.0,6,0,2,0,3.0,0,1796.7318310000003,0.2597402597402597,0,0.2693855436159993,515,501-600,MANUAL REVIEW
0.000988989,78,0,0.000239981,4166.0,4,0,0,0,1.0,0,0.999760846,0.06546644844517185,0,0.11172658285392491,546,501-600,MANUAL REVIEW
0.060743256,54,0,0.502797762,1250.0,10,0,1,0,0.0,0,628.4972025000001,0.2695417789757412,0,0.2189162051759315,523,501-600,MANUAL REVIEW
1.0,40,0,0.702766153,9796.0,10,0,2,0,1.0,0,6884.297234788,0.4329004329004329,0,0.7809977215689756,450,300-500,DECLINE
0.005036745,61,0,0.121611446,5311.0,11,0,1,0,0.0,0,645.878389706,0.2494331065759637,0,0.17236676743666574,532,501-600,MANUAL REVIEW
0.941176471,32,1,10.0,5400.0,8,1,1,2,0.0,4,54000.0,0.5298013245033113,1,0.8140219908544529,444,300-500,DECLINE
